id,estado_contacto,corridor,micro_zone,city,priority,score_operativo,name,sector,segmento_comercial,phone,phone_quality,telefono_principal_tel,tel_links,ask_for,need_probable,offer,hook,accion_sugerida,dato_pendiente,google_maps,source,source_url,evidencia,calidad_dato,origen_registro,resultado,fecha_visita,proximo_paso,notas_campo
PRESOL-069,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,A,100,CasaContainer Río Cuarto,Módulos / containers,Módulos / containers,0358 4310288,OK,tel:+543584310288,tel:+543584310288,operaciones / entregas,"Entrega, descarga y posicionamiento de módulos/containers en obra o cliente final.","Entrega y descarga de módulos/containers con plataforma, malacate e hidrogrúa según maniobra.",Ellos venden “te lo llevamos”; PRESOL puede ser proveedor logístico.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.118737,-64.382102",Facebook CasaContainer,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-070,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,A,100,Construcciones Metálicas El Colono S.A.,Estructuras metálicas / silos,Agro / acopio / planta,0358 4628525,OK,tel:+543584628525,tel:+543584628525,jefe de obra / logística,"Traslado de equipos de planta, silos, repuestos pesados, balanzas, implementos y cargas especiales.","Transporte de equipos, módulos de obrador, estructuras y materiales pesados; descarga o posicionamiento cuando aplique.",Uno de los mejores encajes; pedir despacho/montaje.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.151690,-64.357888",elcolonosa.com.ar / Facebook,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-071,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,A,100,Da Ros Premoldeados,Premoldeados de hormigón / agro e industria,Agro / acopio / planta,+54 358 508-9009,OK,tel:+543585089009,tel:+543585089009,despacho / logística,"Traslado de equipos de planta, silos, repuestos pesados, balanzas, implementos y cargas especiales.",Transporte de repuestos/equipos/silos/implementos + coordinación de retiro y descarga.,Premoldeados con productos agro e industriales y envío propio; PRESOL puede ofrecer refuerzo o traslados especiales.,"Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=Da+Ros+Premoldeados+R%C3%ADo+Cuarto+C%C3%B3rdoba+Argentina,Web propia Da Ros Premoldeados,https://www.darospremoldeados.com.ar,"Sitio propio informa 100 años, productos agro/industria, envío propio, teléfono y dirección.",Alta,Nuevo enriquecimiento 2026-09-02,,,,
PRESOL-072,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,A,100,Dexco Constructora,Constructora local,Obra / constructora,0358 4640139 / 0358 154869634,OK,tel:+543584640139,tel:+543584640139 | tel:+5493584869634,jefe de obra / logística,"Traslado de maquinaria, módulos de obrador, estructuras, equipos y cargas pesadas entre frentes.","Transporte de equipos, módulos de obrador, estructuras y materiales pesados; descarga o posicionamiento cuando aplique.",Tiene obras activas; pedir compras/operaciones.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.112715,-64.369622",constructoradexco.com/contacto,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-073,Pendiente,Río Cuarto / RN36 sur,Río Cuarto / Holmberg / General Cabrera,Río Cuarto,A,100,INCISA S.A. — División Hormigones,Hormigón elaborado / plantas y bombeo,Hormigón / áridos / premoldeados,3584 38 9870,OK,tel:+543584389870,tel:+543584389870,planta / mantenimiento / logística,"Movimiento de premoldeados, equipos de planta/cantera, bombas, moldes y cargas pesadas.",Transporte de premoldeados/equipos; áridos sueltos solo sujeto a validar caja volcadora o tercerización.,"Dos plantas estratégicas y planta móvil; puede requerir traslados de equipos, bombas y apoyo en obras.","Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=INCISA+S.A.+%E2%80%94+Divisi%C3%B3n+Hormigones+R%C3%ADo+Cuarto+C%C3%B3rdoba+Argentina,Web propia INCISA,https://incisa-sa.com/division-hormigones,"Sitio informa plantas Santa Catalina-Holmberg y General Cabrera, planta móvil, bombeo y teléfono de ventas.",Alta,Nuevo enriquecimiento 2026-09-02,,,,
PRESOL-074,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,A,75,Luciano S.A.,Obra vial / UTE,Obra / constructora,A relevar,A relevar,,,jefe de obra / logística,"Traslado de maquinaria, módulos de obrador, estructuras, equipos y cargas pesadas entre frentes.","Transporte de equipos, módulos de obrador, estructuras y materiales pesados; descarga o posicionamiento cuando aplique.",Oferente/contratista; buscar obrador primero.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.111000,-64.329000",Construar / licitaciones,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,
PRESOL-075,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,A,100,Marinelli S.A.,Áridos / hormigón / obras,Obra / constructora,0358 4647058,OK,tel:+543584647058,tel:+543584647058,jefe de obra / logística,"Traslado de maquinaria, módulos de obrador, estructuras, equipos y cargas pesadas entre frentes.","Transporte de equipos, módulos de obrador, estructuras y materiales pesados; descarga o posicionamiento cuando aplique.",Tiene cantera y flota; ofrecer respaldo/picos/traslados especiales.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.102771,-64.336058",marinellisa.store,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-076,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,A,100,Paolini Hnos S.A.,Obra vial / constructora nacional,Obra / constructora,011 48779600,OK,tel:+541148779600,tel:+541148779600,jefe de obra / logística,"Traslado de maquinaria, módulos de obrador, estructuras, equipos y cargas pesadas entre frentes.","Transporte de equipos, módulos de obrador, estructuras y materiales pesados; descarga o posicionamiento cuando aplique.",Teléfono central; mejor entrar por obrador local.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.114000,-64.331000",paolini.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-077,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,A,100,Soardo Construcciones,Constructora local,Obra / constructora,0358 4166315,OK,tel:+543584166315,tel:+543584166315,jefe de obra / logística,"Traslado de maquinaria, módulos de obrador, estructuras, equipos y cargas pesadas entre frentes.","Transporte de equipos, módulos de obrador, estructuras y materiales pesados; descarga o posicionamiento cuando aplique.",Pedir responsable de obra; cotizar un próximo traslado.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.119000,-64.351000",soardoconstrucciones.site,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-078,Pendiente,Río Cuarto / RN36 sur,Alcira Gigena,Alcira Gigena,B,75,Cooperativa Alba de Gigena,Cooperativa agropecuaria,Agro / acopio / planta,0358 4960151,OK,tel:+543584960151,tel:+543584960151,responsable de acopio / mantenimiento,"Traslado de equipos de planta, silos, repuestos pesados, balanzas, implementos y cargas especiales.","Movimiento de equipos de planta, silos, balanzas, repuestos y cargas especiales para acopios/agroindustria.",Visita de diagnóstico; posible derivación a productores.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.757500,-64.335000",DNB / fuentes públicas,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-079,Pendiente,Río Cuarto / RN36 sur,Berrotarán,Berrotarán,B,75,Doble A Servicios Metalúrgicos,Zinguería / estructuras metálicas,Metalmecánica / despacho,358 4185826,OK,tel:+543584185826,tel:+543584185826,despacho / producción,"Despacho seguro de estructuras, carrozados, tanques, piezas industriales y equipos sobre plataforma.","Despacho de estructuras, tanques, transformadores, piezas de ingeniería y equipos sobre plataforma 20 tn.",Visitar y detectar obras/instalaciones próximas.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.452000,-64.388000",Facebook Doble A Servicios Metalúrgicos,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-080,Pendiente,Río Cuarto / RN36 sur,Chucul,Chucul,B,75,Cotagro — Sucursal Chucul,Acopio agropecuario,Agro / acopio / planta,0358 4912008 / 0358 4933333,OK,tel:+543584912008,tel:+543584912008 | tel:+543584933333,responsable de acopio / mantenimiento,"Traslado de equipos de planta, silos, repuestos pesados, balanzas, implementos y cargas especiales.","Movimiento de equipos de planta, silos, balanzas, repuestos y cargas especiales para acopios/agroindustria.",Punto de paso; no dedicar medio día.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.016000,-64.208000",Maptons / Cotagro,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-081,Pendiente,Río Cuarto / RN36 sur,Elena,Elena,B,75,Gliestore S.A.,Soja / alimentos / exportación,Industria / mantenimiento,0358 4641548 / 9358 4024598,OK,tel:+543584641548,tel:+543584641548 | tel:+5493584024598,responsable de acopio / mantenimiento,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Movimiento de equipos de planta, silos, balanzas, repuestos y cargas especiales para acopios/agroindustria.",Empresa exportadora; preguntar por logística de equipos y planta.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.571800,-64.390000",Exportadores de Córdoba,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-082,Pendiente,Río Cuarto / RN36 sur,Las Higueras,Las Higueras,B,50,Parque Industrial y Logístico Las Higueras,Radicaciones / logística,Puerta institucional,A relevar vía municipio/parque,A relevar,,,despacho / producción,"Acceso a padrón de empresas radicadas, obras de infraestructura y derivaciones a responsables.","Despacho de estructuras, tanques, transformadores, piezas de ingeniería y equipos sobre plataforma 20 tn.",Pedir listado de empresas radicadas y obras en apertura de calles.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.093000,-64.288000",argentina.gob.ar / La Voz,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,
PRESOL-083,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,B,75,Agrorio Maquinarias,Maquinaria agrícola,Industria / mantenimiento,03586 093110,OK,tel:+543586093110,tel:+543586093110,responsable de acopio / mantenimiento,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Movimiento de equipos de planta, silos, balanzas, repuestos y cargas especiales para acopios/agroindustria.",Ofrecer PRESOL como transportista regional confiable.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.125500,-64.382000",Facebook AgroRío,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-084,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,B,50,CARMIX S.R.L.,Premoldeados / pisos industriales / pavimento / silos,Agro / acopio / planta,A relevar,A relevar,,,despacho / obra,"Traslado de equipos de planta, silos, repuestos pesados, balanzas, implementos y cargas especiales.",Transporte de repuestos/equipos/silos/implementos + coordinación de retiro y descarga.,"Premoldeados, pisos industriales, pavimento y silos: potencial movimiento de piezas/equipos.","Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=CARMIX+S.R.L.+R%C3%ADo+Cuarto+C%C3%B3rdoba+Argentina,Guía de Río Cuarto / resultado de búsqueda,https://guia.deriocuarto.ar/carmix-srl-dd2328.html,"Resultado público describe premoldeados de hormigón, pisos industriales, pavimento, cordón cuneta y silos.",Media,Nuevo enriquecimiento 2026-09-02,,,,
PRESOL-085,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,B,75,Capello S.A.,Constructora / corralón,Obra / constructora,0358 4645929,OK,tel:+543584645929,tel:+543584645929,jefe de obra / logística,"Traslado de maquinaria, módulos de obrador, estructuras, equipos y cargas pesadas entre frentes.","Transporte de equipos, módulos de obrador, estructuras y materiales pesados; descarga o posicionamiento cuando aplique.",Vender apoyo logístico para obras y compras pesadas.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.121500,-64.350500",guia.deriocuarto.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-086,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,B,75,Cotagro — Río Cuarto,Agro / fertilizantes / acopio,Agro / acopio / planta,0358 4933333,OK,tel:+543584933333,tel:+543584933333,responsable de acopio / mantenimiento,"Traslado de equipos de planta, silos, repuestos pesados, balanzas, implementos y cargas especiales.","Movimiento de equipos de planta, silos, balanzas, repuestos y cargas especiales para acopios/agroindustria.",Punto dentro de red Cotagro; usar puerta Alcira si funciona.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.118000,-64.322000",cotagroweb.com.ar/contacto,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-087,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,B,75,Fontezuela Cereales,Acopio / cereales,Agro / acopio / planta,02477 497135/37,OK,tel:+542477497135,tel:+542477497135,responsable de acopio / mantenimiento,"Traslado de equipos de planta, silos, repuestos pesados, balanzas, implementos y cargas especiales.","Movimiento de equipos de planta, silos, balanzas, repuestos y cargas especiales para acopios/agroindustria.",Consultar frecuencia de movimientos especiales.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.123200,-64.345300",fontezuelacereales.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-088,Pendiente,Río Cuarto / RN36 sur,Alcira Gigena,Alcira Gigena,C,30,3C Biogás S.A.,Energía / biogás,Industria / mantenimiento,A relevar,A relevar,,,despacho / producción,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Despacho de estructuras, tanques, transformadores, piezas de ingeniería y equipos sobre plataforma 20 tn.",Prospecto técnico; validar contacto local en terreno.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.757000,-64.332000",UNRC / investigación web,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,
PRESOL-089,Pendiente,Río Cuarto / RN36 sur,Berrotarán,Berrotarán,C,30,Canteras/corralones locales,Áridos / materiales,Hormigón / áridos / premoldeados,A relevar,A relevar,,,planta / mantenimiento,"Movimiento de premoldeados, equipos de planta/cantera, bombas, moldes y cargas pesadas.",Movimiento de equipos de cantera/planta; transporte de material suelto sujeto a confirmar unidad o esquema operativo.,Relevamiento presencial: la web no muestra nombres confiables.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.452000,-64.384000",Relevamiento recomendado,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,
PRESOL-090,Pendiente,Villa María / RP6,Hernando,Hernando,A,100,Cooperativa Agrícola La Vencedora,Acopio / agroinsumos / combustible,Agro / acopio / planta,0353 4847133,OK,tel:+543534847133,tel:+543534847133,operaciones / entregas,"Traslado de equipos de planta, silos, repuestos pesados, balanzas, implementos y cargas especiales.","Entrega y descarga de módulos/containers con plataforma, malacate e hidrogrúa según maniobra.",Planta nueva 24.000 tn; pedir gerente Ariel Ferreyra.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.426000,-63.733000",Facebook / LinkedIn La Vencedora,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-091,Pendiente,Villa María / RP6,Tío Pujio,Tío Pujio,A,100,ACA — Centro de Desarrollo Comercial Tío Pujio,Acopio gigante / agro,Agro / acopio / planta,353 5622710 / 0353 4860518 / 0353 4860519,OK,tel:+543535622710,tel:+543535622710 | tel:+543534860518 | tel:+543534860519,responsable de acopio / mantenimiento,"Traslado de equipos de planta, silos, repuestos pesados, balanzas, implementos y cargas especiales.","Movimiento de equipos de planta, silos, balanzas, repuestos y cargas especiales para acopios/agroindustria.",Pedir Mario Peppino / responsable logística; no ir sin ficha.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.288000,-63.356000",Instagram CDC / cooptiopujio.com,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-092,Pendiente,Villa María / RP6,Villa María,Villa María,A,75,Héctor A. Bertone S.A.,Acopio / logística granaria,Agro / acopio / planta,A relevar,A relevar,,,responsable de acopio / mantenimiento,"Traslado de equipos de planta, silos, repuestos pesados, balanzas, implementos y cargas especiales.","Movimiento de equipos de planta, silos, balanzas, repuestos y cargas especiales para acopios/agroindustria.",Pedir responsable de logística/acopio; teléfono a relevar.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.389000,-63.251000",HAB / LinkedIn logística,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,
PRESOL-093,Pendiente,Villa María / RP6,Villa María,Villa María,A,100,Industrias Cormetal S.A.,Metalmecánica / estructuras,Metalmecánica / despacho,0353 4610900 / 0353 6567355,OK,tel:+543534610900,tel:+543534610900 | tel:+543536567355,despacho / producción,"Despacho seguro de estructuras, carrozados, tanques, piezas industriales y equipos sobre plataforma.","Despacho de estructuras, tanques, transformadores, piezas de ingeniería y equipos sobre plataforma 20 tn.",Pedir responsable de logística/despachos.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.385796,-63.267403",guiademantenimiento.com / cormetal.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-094,Pendiente,Villa María / RP6,Villa María,Villa María,A,100,Mayo Transformadores S.R.L.,Transformadores / metalmecánica,Metalmecánica / despacho,0353 4647606,OK,tel:+543534647606,tel:+543534647606,despacho / producción,"Despacho seguro de estructuras, carrozados, tanques, piezas industriales y equipos sobre plataforma.","Despacho de estructuras, tanques, transformadores, piezas de ingeniería y equipos sobre plataforma 20 tn.",Seguro de carga + GPS como argumento fuerte.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.423000,-63.205000",pilt.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-095,Pendiente,Villa María / RP6,PILT Villa María,Villa María,A,100,Metalúrgica JAP / MJAP,"Carrozados, trailers, estructuras y reparación de camiones",Metalmecánica / despacho,+54 35 3656-3732 / +54 35 3565-7977,OK,tel:+543536563732,tel:+543536563732 | tel:+543535657977,Juan / Ronald / producción,"Despacho seguro de estructuras, carrozados, tanques, piezas industriales y equipos sobre plataforma.",Plataforma 20 tn para piezas/estructuras + seguro de carga + trazabilidad GPS.,"Fabrica carrozados, acoplados, estructuras para montacargas y carrocerías volcadoras; encaje directo con PRESOL.","Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=Metal%C3%BArgica+JAP+%2F+MJAP+Villa+Mar%C3%ADa+C%C3%B3rdoba+Argentina,Web MJAP + PILT,https://metalurgicajap.com,"Web propia informa teléfonos, servicios y dirección; PILT confirma nueva planta y rubro.",Alta,Nuevo enriquecimiento 2026-09-02,,,,
PRESOL-096,Pendiente,Villa María / RP6,Villa María,Villa María,A,100,Salsiteco S.A.,Constructora / movimiento de suelo,Obra / constructora,0353 4524006 / 0353 5006023,OK,tel:+543534524006,tel:+543534524006 | tel:+543535006023,jefe de obra / logística,"Traslado de maquinaria, módulos de obrador, estructuras, equipos y cargas pesadas entre frentes.","Transporte de equipos, módulos de obrador, estructuras y materiales pesados; descarga o posicionamiento cuando aplique.",Muy buen encaje con obras viales; pedir jefe de obra.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.412000,-63.236000",salsiteco.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-097,Pendiente,Villa María / RP6,PILT Villa María,Villa María,A,85,Terramar Logística SRL / Terminal Villa María,Terminal de contenedores / logística,Módulos / containers,0353 4533821,VER,tel:+543534533821,tel:+543534533821,operaciones terminal / logística,"Entrega, descarga y posicionamiento de módulos/containers en obra o cliente final.","Plataforma + malacate + hidrogrúa para retiro, traslado, descarga y posicionamiento.","Terminal interior de contenedores: oportunidad para traslados, entrega, retiro y apoyo de maniobras.","Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=Terramar+Log%C3%ADstica+SRL+%2F+Terminal+Villa+Mar%C3%ADa+Villa+Mar%C3%ADa+C%C3%B3rdoba+Argentina,Web Terramar / resultado de búsqueda,https://www.terramarlogistica.com.ar/contenedoresvillamaria,"Sitio informa recepción, administración, reparación y entrega de contenedores en PILT; teléfono aparece en resultado público.",Media,Nuevo enriquecimiento 2026-09-02,,,,
PRESOL-098,Pendiente,Villa María / RP6,Almafuerte,Almafuerte,B,75,Cooperativa Agropecuaria Almafuerte,Acopio / semillas / agroinsumos,Agro / acopio / planta,03571 471182,OK,tel:+543571471182,tel:+543571471182,operaciones / entregas,"Traslado de equipos de planta, silos, repuestos pesados, balanzas, implementos y cargas especiales.","Entrega y descarga de módulos/containers con plataforma, malacate e hidrogrúa según maniobra.",100.000 tn acopiadas; preguntar ampliaciones/mantenimiento.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.192000,-64.255000",essapp.coop / Coop. Almafuerte,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-099,Pendiente,Villa María / RP6,Hernando,Hernando,B,75,Agrohernando,Acopio / granos / insumos,Agro / acopio / planta,0353 4960418,OK,tel:+543534960418,tel:+543534960418,responsable de acopio / mantenimiento,"Traslado de equipos de planta, silos, repuestos pesados, balanzas, implementos y cargas especiales.","Movimiento de equipos de planta, silos, balanzas, repuestos y cargas especiales para acopios/agroindustria.",Empresa familiar 20 años; pedir responsable de operaciones.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.428000,-63.730000",agrohernando.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-100,Pendiente,Villa María / RP6,Hernando,Hernando,B,75,Industria Metal-Her,Implementos agrícolas / tolvas,Industria / mantenimiento,0353 156568385 / 0353 4846509,OK,tel:+5493536568385,tel:+5493536568385 | tel:+543534846509,responsable de acopio / mantenimiento,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Movimiento de equipos de planta, silos, balanzas, repuestos y cargas especiales para acopios/agroindustria.",Muy buen encaje para entregas a clientes y ferias.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.424000,-63.737000",Facebook Industria Metal-Her,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-101,Pendiente,Villa María / RP6,Tío Pujio,Tío Pujio,B,75,Metalúrgica Jor-Ba / Grupo Tío Pujio,Metalúrgica / extrusado soja,Metalmecánica / despacho,03573 402941,OK,tel:+543573402941,tel:+543573402941,responsable de acopio / mantenimiento,"Despacho seguro de estructuras, carrozados, tanques, piezas industriales y equipos sobre plataforma.","Movimiento de equipos de planta, silos, balanzas, repuestos y cargas especiales para acopios/agroindustria.",Validar si operación está en Tío Pujio o Villa del Rosario.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.290000,-63.352000",Facebook Metalúrgica Jor-Ba,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-102,Pendiente,Villa María / RP6,Villa María,Villa María,B,75,Carra Sanitarios,Materiales / sanitario / obra,Industria / mantenimiento,0353 4125456,OK,tel:+543534125456,tel:+543534125456,responsable de logística/compras,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.",Detectar el próximo movimiento pesado y convertirlo en cotización concreta.,Ubicado sobre corredor; preguntar fletes a clientes/obras.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.421000,-63.232000",carrasanitarios.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-103,Pendiente,Villa María / RP6,Villa María,Villa María,B,60,Ceuta Contenedores,Contenedores y obradores,Módulos / containers,0353 154139159,VER,tel:+5493534139159,tel:+5493534139159,operaciones / entregas,"Entrega, descarga y posicionamiento de módulos/containers en obra o cliente final.","Plataforma + malacate + hidrogrúa para retiro, traslado, descarga y posicionamiento.",Proveedor de contenedores/obradores: posible necesidad de transporte y posicionamiento.,"Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=Ceuta+Contenedores+Villa+Mar%C3%ADa+C%C3%B3rdoba+Argentina,Buscador5900 / resultado de búsqueda,https://www.buscador5900.com.ar/construccion/contenedores-y-obradores,Directorio local informa rubro contenedores/obradores y teléfono; verificar antes de visita.,Media,Nuevo enriquecimiento 2026-09-02,,,,
